qID	sentence	option1	option2	answer	catégories syntaxiques	catégories sémantiques
302U8RURJ1F4PRVV7VD96AIOD98VNK-2	While Billie brought a pencil, I brought a pen to the realtor\u2019s office. I gave Billie my pen and she gladly used the _ to sign the document.	pencil	pen	2	_	
302U8RURJ1F4PRVV7VD96AIOD98VNK-1	While Billie brought a pencil, I brought a pen to the realtor\u2019s office. I gave Billie my pen but she stubbornly used  the _ to sign the document.	pencil	pen	1	_	
3C8QQOM6JRF9FL8AWBYBETO62IMLI1-1	No one was able to enjoy the story and we started to listen to the music. The _ is boring.	story	music	1	_	
3C8QQOM6JRF9FL8AWBYBETO62IMLI1-2	No one was able to enjoy the story and we started to listen to the music. The _ is interesting.	story	music	2	_	
37VUR2VJ6C35CBI6BRK6JBHXRC41CQ-2	The teeth of Katrina are more yellow than Laura's due to _ drinking mostly water all the time.	Katrina	Laura	2	_	comparaison degré
37VUR2VJ6C35CBI6BRK6JBHXRC41CQ-1	The teeth of Katrina are more yellow than Laura's due to _ drinking mostly coffee all the time.	Katrina	Laura	1	_	comparaison degré
3P4C70TRMTVVJU2F6NY8THBPLQ7LGO-1	It was necessary to hit the iron with the sledgehammer after the _ got heated.	iron	sledgehammer	1	_	
3P4C70TRMTVVJU2F6NY8THBPLQ7LGO-2	It was necessary to hit the iron with the sledgehammer before the _ got heated.	iron	sledgehammer	2	_	
3I7SHAD35OAWWJ9ZDWVTNHDLMYLM77-2	Kevin didn't consider the costs when they bought the house from Derrick, so _ was rid of the money pit.	Kevin	Derrick	2	_	
3I7SHAD35OAWWJ9ZDWVTNHDLMYLM77-1	Kevin didn't consider the costs when they bought the house from Derrick, so _ was stuck with the money pit.	Kevin	Derrick	1	_	
371DNNCG440PF35VC0CBVXG033L8TY-2	Robert helped create an internet viral video sensation of Kyle when _ danced in video.	Robert	Kyle	2	_	
371DNNCG440PF35VC0CBVXG033L8TY-1	Robert helped create an internet viral video sensation of Kyle when _ directed the video.	Robert	Kyle	1	_	
3DZKABX2ZKJLYNY4I54VQZOCEQLCVG-2	Rebecca invited Maria to a concert, then _ had to get permission to attend from their parents.	Rebecca	Maria	2	_	
3DZKABX2ZKJLYNY4I54VQZOCEQLCVG-1	Rebecca was invited to a concert by Maria, then _ had to get permission to attend from their parents.	Rebecca	Maria	1	_	
30P8I9JKOIJL5DQIJX5NKVUUTHCV58-2	Betty was able to hold the pigeon longer than Angela because _ is scared of birds.	Betty	Angela	2	BECAUSE	
30P8I9JKOIJL5DQIJX5NKVUUTHCV58-1	Betty was able to hold the pigeon longer than Angela because _ wasn't scared of birds.	Betty	Angela	1	BECAUSE	
38XPGNCKHVEI3JLPPQYD71COMD44VV-2	Nick gets jock itch a lot, while Jason has never even worn a jock strap. _ is the artist.	Nick	Jason	2	_	
38XPGNCKHVEI3JLPPQYD71COMD44VV-1	Nick gets jock itch a lot, while Jason has never even worn a jock strap. _ is the athlete.	Nick	Jason	1	_	
39AYGO6AFFI4GCHNMPT12KEH8NL6NF-2	The theraband that Jill purchased for herself would not fit around her leg, the _ was too wide.	theraband	leg	2	_	
39AYGO6AFFI4GCHNMPT12KEH8NL6NF-1	The theraband that Jill purchased for herself would not fit around her leg, the _ was too narrow.	theraband	leg	1	_	
3IVKZBIBJ2NWN3SGA2DRQ31MTY2SHD-2	James could not get the bag closed because of the clothe in it. The _ is small.	cloth	bag	2	BECAUSE	
3IVKZBIBJ2NWN3SGA2DRQ31MTY2SHD-1	James could not get the bag closed because of the clothe in it. The _ is plenty.	cloth	bag	1	BECAUSE	
3HJ1EVZS2QX5SGL4GSOKWZVGPWV3RY-2	Michelle made her biscuits with shortening and no butter at all, because she thought the _ made them taste lighter.	butter	shortening	2	BECAUSE	
3HJ1EVZS2QX5SGL4GSOKWZVGPWV3RY-1	Michelle made her biscuits with shortening and no butter at all, because she thought the _ made them too heavy.	butter	shortening	1	BECAUSE	
3TLFH2L6Y9METO36WJ3AL63XH3TT2G-1	Dennis has been away on vacation, while Nelson stayed home so the lettuce in _ 's fridge was rotten.	Dennis	Nelson	1	_	
3TLFH2L6Y9METO36WJ3AL63XH3TT2G-2	Dennis has been away on vacation, while Nelson stayed at home so the lettuce in _ 's fridge was used to make a salad.	Dennis	Nelson	2	_	
3V0TR1NRVA0JH6JKUXVHJGA3DQC4A6-2	Jen put her derma roller into the water, so that the cleaner could sterilize it with the _ .	derma roller	water	2	_	
3V0TR1NRVA0JH6JKUXVHJGA3DQC4A6-1	Jen put her derma roller into the water, so that the cleaner could sterilize the _ .	derma roller	water	1	_	
32LAQ1JNTB327PBFZ1PGJNMXOF2TU1-2	The case James used to carry the file still got more space in it. I wonder why he chose the _ that is small.	case	file	2	_	
32LAQ1JNTB327PBFZ1PGJNMXOF2TU1-1	The case James used to carry the file still got more space in it. I wonder why he chose the _ that is big.	case	file	1	_	
31JUPBOORN21WQXQ3RAK966J43N8L4-1	Learning to play a glockenspiel was instinctual for Derrick but not Adam because _ is arty.	Derrick	Adam	1	BECAUSE	
31JUPBOORN21WQXQ3RAK966J43N8L4-2	Learning to play a glockenspiel was instinctual for Derrick but not Adam because _ is unmusical.	Derrick	Adam	2	BECAUSE	
3VI0PC2ZA0YEB1028PE49KFFKM0XO6-2	My knee joint is less injured than my ankle joint so I'm trying not to put too much stress on the _ if I can help it.	knee joint	ankle joint	2	_	
3VI0PC2ZA0YEB1028PE49KFFKM0XO6-1	My knee joint is more injured than my ankle joint so I'm trying not to put too much stress on the _ if I can help it.	knee joint	ankle joint	1	_	
3XABXM4AJ3JRHCCAFUUGIQTM9XA8QL-2	Donald didn't like to keep clean the way Matthew did, so _ tended to smell nice.	Donald	Matthew	2	_	
3XABXM4AJ3JRHCCAFUUGIQTM9XA8QL-1	Donald didn't like to keep clean the way Matthew did, so _ tended to smell nasty.	Donald	Matthew	1	_	
3PKJ68EHDNUOUBAJ3ASD64MQ8GSHJH-1	The man realized he had gotten the lens for his glasses instead of his camera, the _ lens was much thicker.	camera	glasses	1	_	
3PKJ68EHDNUOUBAJ3ASD64MQ8GSHJH-2	The man realized he had gotten the lens for his glasses instead of his camera, the _ lens was much thinner.	camera	glasses	2	_	
3CZH926SIES118Z3U0937XO2MY24EM-1	Sunday afternoon Laura made some buttermilk biscuits for Victoria, and _ made quick work of making them.	Laura	Victoria	1	_	
3CZH926SIES118Z3U0937XO2MY24EM-2	Sunday afternoon Laura made some buttermilk biscuits for Victoria, and _ made quick work of eating them.	Laura	Victoria	2	_	
3GKAWYFRAR7IYV7MWPQ74DHCD8SDP4-1	To cope with her problems the teenager wrote in the journal and not the diary since the _ 's pages were bigger.	journal	diary	1	_	
3GKAWYFRAR7IYV7MWPQ74DHCD8SDP4-2	To cope with her problems the teenager wrote in the journal and not the diary since the _ 's pages were smaller.	journal	diary	2	_	
3G9UA71JVVSR1M47Q161FRXWUFWJ7L-2	Bob tore his shirt that was a night shirt. He decided to get a tuxedo shirt because the _ is new.	night shirt	tuxedo shirt	2	BECAUSE	
3G9UA71JVVSR1M47Q161FRXWUFWJ7L-1	Bob tore his shirt that was a night shirt. He decided to get a tuxedo shirt because the _ is old.	night shirt	tuxedo shirt	1	BECAUSE	
37NXA7GVST4Z72T3BKLU1KQRKNOLVZ-1	Hunter was suicidal and Robert responded for the reason that _ had never been in this critical situation.	Hunter	Robert	1	_	
37NXA7GVST4Z72T3BKLU1KQRKNOLVZ-2	Hunter was suicidal and Robert responded for the reason that _ had previously been in this critical situation.	Hunter	Robert	2	_	
37VHPF5VYC18TM3KQEHL6NGWAZ08CP-2	Rachel included Tanya in her YouTube video, but _ was furious because she had failed to obtain permission.	Rachel	Tanya	2	BECAUSE	
37VHPF5VYC18TM3KQEHL6NGWAZ08CP-1	Rachel included Tanya in her YouTube video, but _ was sorry because she had failed to obtain permission.	Rachel	Tanya	1	BECAUSE	
3421H3BM9CVA9UR7PWGLLLCADYY9JU-1	A conductor on the train Felicia has been for years today Elena will present them with a award _ is being honored.	Felicia	Elena	1	_	
3421H3BM9CVA9UR7PWGLLLCADYY9JU-2	A conductor on the train Felicia has been for years today Elena will present them with a award, _ is honored to be presenting..	Felicia	Elena	2	_	
34XASH8KLS0L2PDZ9IPAN346MHFMPG-1	The police could escort the prisoner to the gate but not to the cell, as entry to _ was permitted .	gate	cell	1	_	
34XASH8KLS0L2PDZ9IPAN346MHFMPG-2	The police could escort the prisoner to the gate but not to the cell, as entry to _ was forbidden .	gate	cell	2	_	
3LOJFQ4BOXD2TFBZZZ9ZGY75VD8DKC-1	When Brenda coated her wood panels with varnish, the concrete surface beneath got stained. The varnish protected and beautified the _ .	wood	concrete	1	_	
3LOJFQ4BOXD2TFBZZZ9ZGY75VD8DKC-2	When Brenda coated her wood panels with varnish, the concrete surface beneath got stained. The varnish harmed and uglified the _ .	wood	concrete	2	_	
3E22YV8GG14CQIZS1LSA8K5Y3PJPN6-1	John was eager to put his fish in the new fish tank on a table but the _ was too delicate.	table	tank	1	_	
3E22YV8GG14CQIZS1LSA8K5Y3PJPN6-2	John was eager to put his fish in the new fish tank on a table but the _ was too heavy.	table	tank	2	_	
33KGGVH24UFELKUUIP4T5QEY2RB1XU-1	The tea was hurting Ben's teeth, though the coffee was not because the _ was loaded with sugar.	tea	coffee	1	BECAUSE	
33KGGVH24UFELKUUIP4T5QEY2RB1XU-2	The tea was hurting Ben's teeth, though the coffee was not because the _ was lacking any sugar.	tea	coffee	2	BECAUSE	
3D0LPO3EABXOHHR5TNO600YFX6WOYN-1	He preferred to clean with the soap instead of the body wash, because the _ left him feeling itchy.	body wash	soap	1	BECAUSE	
3D0LPO3EABXOHHR5TNO600YFX6WOYN-2	He preferred to clean with the soap instead of the body wash, because the _ left him feeling refreshed.	body wash	soap	2	BECAUSE	
3UEDKCTP9X416V9WSKID84LHXTQK70-1	Katrina loaned their jacket to Carrie during the cold night, although _ was feeling cold themselves.	Katrina	Carrie	1	_	
3UEDKCTP9X416V9WSKID84LHXTQK70-2	Katrina loaned their jacket to Carrie during the cold night, because _ was feeling cold.	Katrina	Carrie	2	BECAUSE	
3HO4MYYR12MHB21WJQ5NGF6BB5EU6Y-1	Adam had to schedule a visit a dermatologist but Joseph didn't because _ had bad skin.	Adam	Joseph	1	BECAUSE	comparaison
3HO4MYYR12MHB21WJQ5NGF6BB5EU6Y-2	Adam had to schedule a visit a dermatologist but Joseph didn't because _ had good skin.	Adam	Joseph	2	BECAUSE	comparaison
3LOJFQ4BOXD2TFBZZZ9ZGY75VBGKDN-2	Nancy preferred to eat popcorn rather than candy at the movies because the _ is sweet.	popcorn	candy	2	BECAUSE	
3LOJFQ4BOXD2TFBZZZ9ZGY75VBGKDN-1	Nancy preferred to eat popcorn rather than candy at the movies because the _ is salty.	popcorn	candy	1	BECAUSE	
36JW4WBR06I8P9ONKK1SR6UYAUBHFF-2	The project meant Emily collaborated with Victoria, who was not excited. _ hated working with others.	Emily	Victoria	2	_	comparaison
36JW4WBR06I8P9ONKK1SR6UYAUBHFF-1	The project meant Emily collaborated with Victoria, who was not excited. _ loved working with others.	Emily	Victoria	1	_	comparaison
3EAWOID6MTVMA64HMRZB30Y3HPJV06-2	While Maria rode the bus to work, Megan rode a motorcycle because _ had an unexpired license.	Maria	Megan	2	BECAUSE	comparaison
3EAWOID6MTVMA64HMRZB30Y3HPJV06-1	While Maria rode the bus to work, Megan rode a motorcycle because _ had an expired license.	Maria	Megan	1	BECAUSE	comparaison
3IQ9O0AYW8DXYYGF5K020KYNW0UTI8-1	Steven only had one ear but Jeffrey had two. This meant that _ was very lopsided.	Steven	Jeffrey	1	_	comparaison
3IQ9O0AYW8DXYYGF5K020KYNW0UTI8-2	Steven only had one ear but Jeffrey had two. This meant that _ was very symmetrical.	Steven	Jeffrey	2	_	comparaison
3NZ1E5QA6ZZ6WZSCEGENJJ0NQJ8B5I-2	Kevin repaired the wooden  furniture for Kyle last week since _ was an expert carpenter.	Kevin	Kyle	2	_	
3NZ1E5QA6ZZ6WZSCEGENJJ0NQJ8B5I-1	Kevin repaired the wooden furniture for Kyle last week since _ needed an expert carpenter.	Kevin	Kyle	1	_	
3TLFH2L6Y9METO36WJ3AL63XCGGT2O-2	Eric thought the clothes looked very nice but Kevin did not agree. _ didn't buy the clothes.	Eric	Kevin	2	_	comparaison de préférence
3TLFH2L6Y9METO36WJ3AL63XCGGT2O-1	Eric thought the clothes looked very nice but Kevin did not agree. _ bought the clothes.	Eric	Kevin	1	_	comparaison de préférence
38DCH97KHH01749MM0F7FIERULOJQA-1	Jessica often experiences severe nausea, Victoria does not therefore _ does not ride roller coasters.	Jessica	Victoria	1	_	comparaison
38DCH97KHH01749MM0F7FIERULOJQA-2	Jessica often experiences severe nausea, Victoria does not therefore _ often rides big roller coasters.	Jessica	Victoria	2	_	comparaison
375VSR8FVYN6D9SX1ZJT000V3J3RZB-2	The system that Jeffrey used was amazing compared to Randy, because _ system was lower end.	Jeffrey	Randy	2	BECAUSE	
375VSR8FVYN6D9SX1ZJT000V3J3RZB-1	The system that Jeffrey used was amazing compared to Randy, because _ system was higher end.	Jeffrey	Randy	1	BECAUSE	
31JUPBOORPIGQFWXNPMK14USYAP8LZ-2	It took Jerry longer to shampoo his hair than his beard although the _ was bushy.	hair	beard	2	_	cause-conséquence
31JUPBOORPIGQFWXNPMK14USYAP8LZ-1	It took Jerry longer to shampoo his hair than his beard although the _ was shaved short.	hair	beard	1	_	cause-conséquence
3WRKFXQBOB5ELVG2VSB1G32TGHMIYA-2	Have you ever been on  a nature walk Samantha asked Tanya , _ is giving a reply to a question.	Samantha	Tanya	2	_	finalité logique
3WRKFXQBOB5ELVG2VSB1G32TGHMIYA-1	Have you ever been on  a nature walk Samantha asked Tanya , _ is waiting for a reply to a question.	Samantha	Tanya	1	_	finalité logique
3BA7SXOG1JOCZOS38B7GVIFIFGW8RP-1	Ben was choosing between a clothing business and a fitness business. He ended up opening the _ business because it was healthy.	fitness	clothing	1	BECAUSE	conséquence-cause
3BA7SXOG1JOCZOS38B7GVIFIFGW8RP-2	Ben was choosing between a clothing business and a fitness business. He ended up opening the _ business because it was unhealthy.	fitness	clothing	2	BECAUSE	conséquence-cause
30ZKOOGW2W42P7M17FCFLI30WQ91AW-2	Jason was going to a job interview after being prepped by Logan. _ was proud.	Jason	Logan	2	_	
30ZKOOGW2W42P7M17FCFLI30WQ91AW-1	Jason was going to a job interview after being prepped by Logan. _ was grateful.	Jason	Logan	1	_	
38LRF35D5LUIEJEE0O7P9CUR1983UN-1	Adam found the blue joke that Steven offensive, because _ was aware of their own privilege.	Adam	Steven	1	BECAUSE	
38LRF35D5LUIEJEE0O7P9CUR1983UN-2	Adam found the blue joke that Steven offensive, because _ was unaware of their own privilege.	Adam	Steven	2	BECAUSE	
3CMIQF80GNOPJ9UF2HLI6E9M8HA6Q1-2	Mary had a better body and was more of a showoff than Emily. _ hates wearing bikinis to the beach.	Mary	Emily	2	_	comparaison degré
3CMIQF80GNOPJ9UF2HLI6E9M8HA6Q1-1	Mary had a better body and was more of a showoff than Emily. _ loves wearing bikinis to the beach.	Mary	Emily	1	_	comparaison degré
31S7M7DAGI4ZOZOLQNXFS0QEB4XTLR-1	Adam adored his grandmother, William.  _ decided he would surprise her with a trip to Europe.	Adam	William	1	_	
31S7M7DAGI4ZOZOLQNXFS0QEB4XTLR-2	Adam adored his grandmother, William.  _ got a big surprise with a trip to Europe.	Adam	William	2	_	
3G3AJKPCXLQKDOHNA39XM2SAB2JY4F-1	Eric was easier to amuse than Justin because _ had a great sense of humor.	Eric	Justin	1	BECAUSE	comparaison degré 
3G3AJKPCXLQKDOHNA39XM2SAB2JY4F-2	Eric was easier to amuse than Justin because _ had a bad sense of humor.	Eric	Justin	2	BECAUSE	comparaison degré
3DW3BNF1GJWJMK8R1TOQODSUPG98VG-1	The payments were made by Jason to Dennis, as _ had borrowed so much money in the past.	Jason	Dennis	1	_	conséquence-cause
3DW3BNF1GJWJMK8R1TOQODSUPG98VG-2	The payments were made by Jason to Dennis, as _ had lent so much money in the past.	Jason	Dennis	2	_	conséquence-cause
3P458N04Q1FLA5CQ1T47A9O3PFV2XD-1	Victoria was disgusted because of the odor of Sarah, and _ did not want to be around them.	Victoria	Sarah	1	BECAUSE	cause-conséquence
3P458N04Q1FLA5CQ1T47A9O3PFV2XD-2	Victoria was disgusted because of the odor of Sarah, and _ was ashamed to be around them.	Victoria	Sarah	2	BECAUSE	cause-conséquence
3D0LPO3EADD3B6QCDL06SYMOM5COYB-2	Tina asked guests to take off their shoes when entering the house because she had a new carpet. She said the _ couldn't get dirty.	shoes	carpet	2	BECAUSE	conséquence-cause
3D0LPO3EADD3B6QCDL06SYMOM5COYB-1	Tina asked guests to take off their shoes when entering the house because she had a new carpet. She said the _ were often dirty.	shoes	carpet	1	BECAUSE	conséquence-cause
3YGE63DIN8VZPV4MC147P2HHJJW0WX-1	Samantha won the dance competition over Jennifer for the reason that _ had a superior sense of rhythm.	Samantha	Jennifer	1	_	conséquence-cause
3YGE63DIN8VZPV4MC147P2HHJJW0WX-2	Samantha won the dance competition over Jennifer for the reason that _ had a bad sense of rhythm.	Samantha	Jennifer	2	_	conséquence-cause
3L60IFZKF5W7XUE0Z81SMPUJJJGHH1-2	Jessica was thinner than Rebecca because _ ate chocolate almost every day as a snack.	Jessica	Rebecca	2	BECAUSE	comparaison degré
3L60IFZKF5W7XUE0Z81SMPUJJJGHH1-1	Jessica was fatter than Rebecca because _ ate chocolate almost every day as a snack.	Jessica	Rebecca	1	BECAUSE	comparaison degré
3J5XXLQDHOPXLN2LPCTUXWKI8TVV3K-2	Tanya couldn't stretch as far down as Jennifer because _ was had a very flexible body.	Tanya	Jennifer	2	BECAUSE	conséquence-cause
3J5XXLQDHOPXLN2LPCTUXWKI8TVV3K-1	Tanya couldn't stretch as far down as Jennifer because _ was had a very rigid body.	Tanya	Jennifer	1	BECAUSE	conséquence-cause
375VSR8FVW7RJKTQH17T82CMEOIRZQ-2	Ben had to stop driving his car or motorcycle. He chose to stop the _ because it was safe.	motorcycle	car	2	BECAUSE	conséquence-cause
375VSR8FVW7RJKTQH17T82CMEOIRZQ-1	Ben had to stop driving his car or motorcycle. He chose to stop the _ because it was risky.	motorcycle	car	1	BECAUSE	conséquence-cause
3R0WOCG21M7GWBGBTDD1MLG3SN5DU5-2	Randy is better at playing pretend with kids than Kenneth because _ is a more serious person.	Randy	Kenneth	2	BECAUSE	comparaison degré 
3R0WOCG21M7GWBGBTDD1MLG3SN5DU5-1	Randy is better at playing pretend with kids than Kenneth because _ is a more creative person.	Randy	Kenneth	1	BECAUSE	comparaison degré
3CZH926SIES118Z3U0937XO2MSRE49-1	James needed a bigger box to collect the silver he exchanged for the gold because the _ is bigger.	silver	gold	1	BECAUSE	
3CZH926SIES118Z3U0937XO2MSRE49-2	James needed a bigger box to collect the silver he exchanged for the gold because the _ is smaller.	silver	gold	2	BECAUSE	
39RRBHZ0AWFY6G9EAJO31XPYOWJZVT-2	More birds were in the garden than in the park because the _ only had grass.	garden	park	2	BECAUSE	cause conséquence
39RRBHZ0AWFY6G9EAJO31XPYOWJZVT-1	More birds were in the garden than in the park because the _ had fresh fruit.	garden	park	1	BECAUSE	cause conséquence
3ZVPAMTJWPH6MSXSB7V4FTKORCZGR0-1	Kayla decided to talk to her daughter Sarah about puberty, because _ found out she had just gotten her first period.	Kayla	Sarah	1	BECAUSE	conséquence-cause
3ZVPAMTJWPH6MSXSB7V4FTKORCZGR0-2	Kayla decided to talk to her daughter Sarah about puberty, because _ said she had just gotten her first period.	Kayla	Sarah	2	BECAUSE	conséquence-cause
3D7VY91L65V446DI6FV90LB9HXIBMZ-2	Pam's lizard caught his tail in the door and ran under the couch instead of the chair, because the _ was scarier.	couch	chair	2	BECAUSE	cause-conséquence
3D7VY91L65V446DI6FV90LB9HXIBMZ-1	Pam's lizard caught his tail in the door and ran under the couch instead of the chair, because the _ was safer.	couch	chair	1	BECAUSE	cause-conséquence
3PUOXASB59H099WB7IJ79F00WSRZ9D-2	Jeffrey asked Joel to express their feelings in a more productive manner, but _ was actually the one being reasonable.	Jeffrey	Joel	2	_	
3PUOXASB59H099WB7IJ79F00WSRZ9D-1	Jeffrey asked Joel to express their feelings in a more productive manner, but _ was actually the one being petty.	Jeffrey	Joel	1	_	
3A3KKYU7P3FWS9BT16R5NZOUMH7MWU-2	Jennifer was better at playing sports than Laura was although _ was much more athletic.	Jennifer	Laura	2	_	comparaison degré 
3A3KKYU7P3FWS9BT16R5NZOUMH7MWU-1	Jennifer was better at playing sports than Laura was because _ was much more athletic.	Jennifer	Laura	1	BECAUSE	comparaison degré 
3AQN9REUTFEXDK0G3EAQP6MGTS8DYY-1	The football was flying higher than the basketball as it went through the air. The _ was lighter.	football	basketball	1	_	comparaison degré 
3AQN9REUTFEXDK0G3EAQP6MGTS8DYY-2	The football was flying higher than the basketball as it went through the air. The _ was heavier.	football	basketball	2	_	comparaison degré 
3AXFSPQOYQW4GFJD8K4D3JADNLLJFQ-2	Dennis liked pop music, but Jason preferred classical music. _ liked music with string instruments.	Dennis	Jason	2	_	comparaison préférence
3AXFSPQOYQW4GFJD8K4D3JADNLLJFQ-1	Dennis liked pop music, but Jason preferred classical music. _ liked music you can dance to.	Dennis	Jason	1	_	comparaison préférence
3OREP8RUT294CWHWVCXENGRCLDYGBS-1	I added spices to my cooking like salt and pepper.  The _ makes the food taste salty.	salt	pepper	1	_	finalité logique
3OREP8RUT294CWHWVCXENGRCLDYGBS-2	I added spices to my cooking like salt and pepper.  The _ makes the food taste hotter.	salt	pepper	2	_	finalité logique
3R5LWXWHR06BPZKX08PWCDI4Z2QGX8-2	At the mall, Laura applied makeup on Betty to beautify her because _ was not very attractive.	Laura	Betty	2	BECAUSE	
3R5LWXWHR06BPZKX08PWCDI4Z2QGX8-1	At the mall, Laura applied makeup on Betty to beautify her because _ was an expert.	Laura	Betty	1	BECAUSE	
3RWB1RTQDL16H0BVFHFRIL3C3ZC8PD-1	Jason's leg was more sore than his arm was because he warmed up the _ before exercising.	arm	leg	1	BECAUSE	comparaison degré
3RWB1RTQDL16H0BVFHFRIL3C3ZC8PD-2	Jason's leg was more sore than his arm was although he warmed up the _ before exercising.	arm	leg	2	_	comparaison degré
3R6RZGK0XHQY1QZ9EXMKNQGVH4HYV4-2	Randy learned to fish from Derrick, because _ was a professional with years of experience.	Randy	Derrick	2	BECAUSE	conséquence-cause
3R6RZGK0XHQY1QZ9EXMKNQGVH4HYV4-1	Randy learned to fish from Derrick, because _ was a novice with only days of experience.	Randy	Derrick	1	BECAUSE	conséquence-cause
3QD8LUVX4XWD92VDJC658GRFE7NX5F-1	While the woman Kayla was driving Maria to her first day of kindergarten the police officer gave _ a ticket.	Kayla	Maria	1	_	
3QD8LUVX4XWD92VDJC658GRFE7NX5F-2	While the woman Kayla was driving Maria to her first day of kindergarten the police officer gave _ a lollipop.	Kayla	Maria	2	_	
3OQQD2WO8KKSZHILQ5UBI7UO0L23IM-2	Chess is bad for the body but great for the brain, as thinking is critical for the _ to develop.	body	brain	2	_	
3OQQD2WO8KKSZHILQ5UBI7UO0L23IM-1	Chess is bad for the body but great for the brain, as thinking is useless for the _ to develop.	body	brain	1	_	
3PKVGQTFIHIREUJLLF5AUV3K8W3YRZ-2	Amy wanted a soft toothbrush but Mary wanted a firm one because _ was concerned about tarter.	Amy	Mary	2	BECAUSE	comparaison
3PKVGQTFIHIREUJLLF5AUV3K8W3YRZ-1	Amy wanted a soft toothbrush but Mary wanted a firm one because _ was concerned about soreness.	Amy	Mary	1	BECAUSE	comparaison
3IV1AEQ4DTRAVP8XK4A7LPH0UT2J86-2	Jeffrey build a house for Kenneth so _ will have a nice new place to live.	Jeffrey	Kenneth	2	_	finalité
3IV1AEQ4DTRAVP8XK4A7LPH0UT2J86-1	Jeffrey build a house with Kenneth's help so _ will have a nice new place to live.	Jeffrey	Kenneth	1	_	finalité
3HRWUH63QU08X8H9H6JWAE0H7AE5NX-1	Megan had a baby whereas Katrina had a college aged child, so _ still had to change diapers.	Megan	Katrina	1	_	cause-conséquence
3HRWUH63QU08X8H9H6JWAE0H7AE5NX-2	Megan had a baby whereas Katrina had a college aged child, so _ no longer had to change diapers.	Megan	Katrina	2	_	cause-conséquence
3XD2A6FGFP838XAXCQPZDM3X9DR9SI-2	Megan received flowers from Carrie because _ wanted to ask them out on a date.	Megan	Carrie	2	BECAUSE	conséquence-cause
3XD2A6FGFP838XAXCQPZDM3X9DR9SI-1	Megan gave flowers to Carrie because _ wanted to ask them out on a date.	Megan	Carrie	1	BECAUSE	conséquence-cause
35U0MRQMUJ57DNW0OC1MT1ULA7DOVS-2	Emptying the litter box was a dreaded chore for Adam while Lawrence didn't mind doing it. _ never tried to get someone else to handle it.	Adam	Lawrence	2	_	comparaison
35U0MRQMUJ57DNW0OC1MT1ULA7DOVS-1	Emptying the litter box was a dreaded chore for Adam while Lawrence didn't mind doing it. _ always tried to get someone else to handle it.	Adam	Lawrence	1	_	comparaison
3DGDV62G7O7G1WAZF2UQGW20NHGP28-2	Matthew spent the weekend watching a baby while Benjamin was on vacation, and _ made sure their vacation was relaxing.	Matthew	Benjamin	2	_	
3DGDV62G7O7G1WAZF2UQGW20NHGP28-1	Matthew spent the weekend watching a baby while Benjamin was on vacation, and _ made sure the baby was fed.	Matthew	Benjamin	1	_	
3ZCC2DXSD720BVV7ZAX42RWH6ZLYYV-2	Kevin found running the marathon easier than Dennis. _ had repeatedly meant to stop smoking.	Kevin	Dennis	2	_	comparaison
3ZCC2DXSD720BVV7ZAX42RWH6ZLYYV-1	Kevin found running the marathon easier than Dennis. _ had finally decided to stop smoking.	Kevin	Dennis	1	_	comparaison
3SX4X51T82N2FOS9XFMQPC4GIKHOAI-2	Lawrence planned to steal the valuable painting from Michael, because _ finally owned something beautiful.	Lawrence	Michael	2	BECAUSE	conséquence-cause
3SX4X51T82N2FOS9XFMQPC4GIKHOAI-1	Lawrence planned to steal the valuable painting from Michael, because _ wanted to own something beautiful.	Lawrence	Michael	1	BECAUSE	conséquence-cause
3EHVO81VN7ZWTJTMXJY7U2ED3YPH1I-2	Jordan gave his miniature horse a field and a barn to stay in, and the horse liked the _ better when it was warm.	barn	field	2	_	
3EHVO81VN7ZWTJTMXJY7U2ED3YPH1I-1	Jordan gave his miniature horse a field and a barn to stay in, and the horse liked the _ better when it was cold.	barn	field	1	_	
3J6BHNX0UB6Q9G1J8RZ24178YD1KNU-1	The idea was given to Steven to mull over and not Ryan because _ is more creative.	Steven	Ryan	1	BECAUSE	comparaison
3J6BHNX0UB6Q9G1J8RZ24178YD1KNU-2	The idea was given to Steven to mull over and not Ryan because _ is less creative.	Steven	Ryan	2	BECAUSE	comparaison
38DCH97KHJGG1T8T6YR77G2ZNUIJQY-2	Michael bought mealworms as pet food but not Kenneth because _ had a pony as a pet.	Michael	Kenneth	2	BECAUSE	comparaison
38DCH97KHJGG1T8T6YR77G2ZNUIJQY-1	Michael bought mealworms as pet food but not Kenneth because _ had a lizard as a pet.	Michael	Kenneth	1	BECAUSE	comparaison
3BA7SXOG1L4RTDRAS9JGNG3R5E6R8P-1	The draining discussion was followed by a lively lecture.  The _ was just so boring.	discussion	lecture	1	_	
3BA7SXOG1L4RTDRAS9JGNG3R5E6R8P-2	The draining discussion was followed by a lively lecture.  The _ was just so interesting.	discussion	lecture	2	_	
3X2LT8FDHWGH7K9P75HMIHNZ2BB8WJ-1	Lawrence was more grateful for their gift than Benjamin was for theirs because _ had gotten much more.	Lawrence	Benjamin	1	BECAUSE	comparaison de degré
3X2LT8FDHWGH7K9P75HMIHNZ2BB8WJ-2	Lawrence was more grateful for their gift than Benjamin was for theirs because _ had gotten much less.	Lawrence	Benjamin	2	BECAUSE	comparaison de degré
